Title,Video url,Thumbnail url,Channel name,Duration,Uploaded Time
Dandelions - Ruth B. (Lyrics),https://www.youtube.com/watch?v=ZRVvruX5R5U,https://i.ytimg.com/vi/ZRVvruX5R5U/sddefault.jpg,Movie Lover,"3 Minutes, 44 Seconds",2023-08-31T13:47:27
Elvis Presley - Marguerita  ⭐UHD⭐ (1963) AI 4K Enhanced,https://www.youtube.com/watch?v=IufsocTXfMY,https://i.ytimg.com/vi/IufsocTXfMY/maxresdefault.jpg,༺☆𝗧𝗛𝗘𝗙𝗜𝗬𝗢𝗨 𝗠𝗢𝗩𝗜𝗘𝗦☆༻,"5 Minutes, 19 Seconds",2023-08-18T22:00:11
Bones - Imagine Dragons ( Lyrics ) || (Never Miss That),https://www.youtube.com/watch?v=qGnWBHgcT9E,https://i.ytimg.com/vi/qGnWBHgcT9E/maxresdefault.jpg,SB Studio,"2 Minutes, 51 Seconds",2023-07-31T02:30:07
Surili Akhiyon Wale Full (Video) - Veer|Salman Khan|Zarine Khan|Rahat Fateh Ali Khan,https://www.youtube.com/watch?v=LSUR0075KLI,https://i.ytimg.com/vi/LSUR0075KLI/maxresdefault.jpg,SonyMusicIndiaVEVO,"5 Minutes, 12 Seconds",2023-07-18T07:00:06
Coke Studio Bharat | Khalasi | Aditya Gadhvi x Achint,https://www.youtube.com/watch?v=t7wSjy9Lv-o,https://i.ytimg.com/vi/t7wSjy9Lv-o/maxresdefault.jpg,Coke Studio India ,"4 Minutes, 25 Seconds",2023-07-05T05:30:04
"PHURS, HALUNA - Sweet But Psycho",https://www.youtube.com/watch?v=HwbKC4JwQEQ,https://i.ytimg.com/vi/HwbKC4JwQEQ/maxresdefault.jpg,Magic Club,"2 Minutes, 43 Seconds",2023-07-01T06:00:10
Tune jo na kaha (female cover) | Dard pehle se hai zyada | Guitar | Ravneet Rabab,https://www.youtube.com/watch?v=qjBUR0-EQNs,https://i.ytimg.com/vi/qjBUR0-EQNs/maxresdefault.jpg,Ravneet Rabab,"1 Minutes, 55 Seconds",2023-06-08T05:42:31
Aankhon Mein Teri Ajab Si (Lyrical) Om Shanti Om | K.K. | Shahrukh Khan | Deepika Padukone,https://www.youtube.com/watch?v=7KKVb0_IdD4,https://i.ytimg.com/vi/7KKVb0_IdD4/maxresdefault.jpg,T-Series,"4 Minutes, 21 Seconds",2023-05-26T04:30:01
"Baahon Men Chale Aao 4K - Lata Mangeshkar Romantic Song - Sanjeev Kumar, Jaya Bachchan - Anamika",https://www.youtube.com/watch?v=_uzRGxe0LUs,https://i.ytimg.com/vi/_uzRGxe0LUs/maxresdefault.jpg,SuperHit Gaane,"4 Minutes, 3 Seconds",2023-05-04T13:30:24
"Main Rang Sharbaton Ka | Phata Poster Nikhla Hero | Atif Aslam, Chinmayi | Romantic Love Songs",https://www.youtube.com/watch?v=aKdqQ5BC_S4,https://i.ytimg.com/vi/aKdqQ5BC_S4/maxresdefault.jpg,Tips Official,"4 Minutes, 25 Seconds",2023-04-25T12:30:00
Piya O Re Piya | Atif Aslam | Shreya Ghoshal | Tere Naal Love Ho Gaya,https://www.youtube.com/watch?v=f6EmxM8_XPk,https://i.ytimg.com/vi/f6EmxM8_XPk/maxresdefault.jpg,Aapke Pyaar Mein - Love Songs,"4 Minutes, 35 Seconds",2023-03-14T02:30:23
Night Changes - One Direction | Shania Yan Cover,https://www.youtube.com/watch?v=xtbxoUPYKjM,https://i.ytimg.com/vi/xtbxoUPYKjM/sddefault.jpg,Shania Yan,"3 Minutes, 44 Seconds",2023-03-11T12:00:48
Until I Found You -Stephen Sanchez ft. Em Beihold (Lyric Video),https://www.youtube.com/watch?v=atRzwlp0iDk,https://i.ytimg.com/vi/atRzwlp0iDk/sddefault.jpg,sydhslm,"2 Minutes, 50 Seconds",2023-03-10T08:51:33
Shingeki no Kyojin All Openings + Endings (1-7)(HD)[進撃の巨人][Attack on Titan],https://www.youtube.com/watch?v=1MFaq4oDw-g,https://i.ytimg.com/vi/1MFaq4oDw-g/maxresdefault.jpg,Soham Dhiman,"21 Minutes, 5 Seconds",2023-03-06T16:18:32
Boney M - Rasputin (Lyrics),https://www.youtube.com/watch?v=x5Oag4hISgU,https://i.ytimg.com/vi/x5Oag4hISgU/maxresdefault.jpg,7clouds,"3 Minutes, 41 Seconds",2023-01-13T18:27:27
Kate Bush    Running Up the Hill One Hour Loop | @bgmfairy   HD 1080p,https://www.youtube.com/watch?v=A-xoIQAsF1w,https://i.ytimg.com/vi/A-xoIQAsF1w/maxresdefault.jpg,Background Music Fairy,"59 Minutes, 33 Seconds",2023-01-11T08:39:25
"Malang Sajna (Video) Sachet Tandon, Parampara Tandon | Adil Shaikh, Kumaar | Bhushan Kumar",https://www.youtube.com/watch?v=UbMgcdmYC70,https://i.ytimg.com/vi/UbMgcdmYC70/maxresdefault.jpg,T-Series,"2 Minutes, 38 Seconds",2022-12-19T05:30:07
